time,Temp_DE,Temp_DK,Temp_SE,Temp_NO
2015-01-01 00:00:00+00:00,-1.106,3.961,0.699,0.882
2015-01-01 01:00:00+00:00,-1.161,4.249,0.796,0.826
2015-01-01 02:00:00+00:00,-1.234,4.54,0.963,0.949
2015-01-01 03:00:00+00:00,-1.287,4.659,1.196,1.119
2015-01-01 04:00:00+00:00,-1.34,4.626,1.443,1.183
2015-01-01 05:00:00+00:00,-1.408,4.715,1.672,1.371
2015-01-01 06:00:00+00:00,-1.574,4.902,1.882,1.589
2015-01-01 07:00:00+00:00,-1.784,5.101,2.082,1.877
2015-01-01 08:00:00+00:00,-1.12,5.199,2.276,2.186
2015-01-01 09:00:00+00:00,0.023,5.359,2.546,2.457
2015-01-01 10:00:00+00:00,0.825,5.466,2.834,2.678
2015-01-01 11:00:00+00:00,1.454,5.581,3.139,2.812
2015-01-01 12:00:00+00:00,1.779,5.586,3.375,2.876
2015-01-01 13:00:00+00:00,1.689,5.518,3.548,2.828
2015-01-01 14:00:00+00:00,1.069,5.392,3.634,2.703
2015-01-01 15:00:00+00:00,0.129,5.19,3.636,2.605
2015-01-01 16:00:00+00:00,-0.225,5.03,3.571,2.524
2015-01-01 17:00:00+00:00,-0.418,4.941,3.491,2.552
2015-01-01 18:00:00+00:00,-0.498,4.847,3.43,2.624
2015-01-01 19:00:00+00:00,-0.543,4.727,3.387,2.718
2015-01-01 20:00:00+00:00,-0.59,4.588,3.286,2.887
2015-01-01 21:00:00+00:00,-0.603,4.586,3.14,3.038
2015-01-01 22:00:00+00:00,-0.578,4.719,2.993,3.105
2015-01-01 23:00:00+00:00,-0.59,4.935,2.894,3.14
2015-01-02 00:00:00+00:00,-0.59,5.263,2.951,3.075
2015-01-02 01:00:00+00:00,-0.537,5.568,3.099,3.018
2015-01-02 02:00:00+00:00,-0.435,5.922,3.261,2.948
2015-01-02 03:00:00+00:00,-0.287,6.373,3.404,2.798
2015-01-02 04:00:00+00:00,-0.14,6.925,3.589,2.598
2015-01-02 05:00:00+00:00,0.067,7.456,3.883,2.272
2015-01-02 06:00:00+00:00,0.348,7.703,4.221,2.006
2015-01-02 07:00:00+00:00,0.754,7.625,4.54,1.834
2015-01-02 08:00:00+00:00,1.455,7.344,4.812,1.688
2015-01-02 09:00:00+00:00,2.221,6.793,4.905,1.664
2015-01-02 10:00:00+00:00,2.929,6.496,4.776,1.661
2015-01-02 11:00:00+00:00,3.42,6.376,4.627,1.639
2015-01-02 12:00:00+00:00,3.63,6.216,4.397,1.562
2015-01-02 13:00:00+00:00,3.548,5.961,3.994,1.424
2015-01-02 14:00:00+00:00,3.116,5.649,3.514,1.233
2015-01-02 15:00:00+00:00,2.579,5.359,3.125,1.082
2015-01-02 16:00:00+00:00,2.323,5.095,2.807,1.038
2015-01-02 17:00:00+00:00,2.194,4.898,2.566,1.041
2015-01-02 18:00:00+00:00,2.036,4.757,2.429,0.975
2015-01-02 19:00:00+00:00,1.884,4.606,2.451,0.914
2015-01-02 20:00:00+00:00,1.754,4.385,2.541,1.026
2015-01-02 21:00:00+00:00,1.608,4.222,2.594,1.181
2015-01-02 22:00:00+00:00,1.496,4.162,2.625,1.176
2015-01-02 23:00:00+00:00,1.317,4.24,2.634,1.095
2015-01-03 00:00:00+00:00,1.113,4.428,2.643,1.028
2015-01-03 01:00:00+00:00,0.964,4.607,2.757,0.958
2015-01-03 02:00:00+00:00,0.785,4.703,2.833,0.799
2015-01-03 03:00:00+00:00,0.554,4.703,2.828,0.487
2015-01-03 04:00:00+00:00,0.334,4.646,2.748,0.15
2015-01-03 05:00:00+00:00,0.204,4.563,2.661,-0.169
2015-01-03 06:00:00+00:00,0.104,4.527,2.493,-0.488
2015-01-03 07:00:00+00:00,0.094,4.511,2.286,-0.841
2015-01-03 08:00:00+00:00,0.503,4.562,2.139,-1.013
2015-01-03 09:00:00+00:00,1.029,4.773,2.201,-0.731
2015-01-03 10:00:00+00:00,1.377,4.997,2.328,-0.377
2015-01-03 11:00:00+00:00,1.549,5.121,2.385,-0.243
2015-01-03 12:00:00+00:00,1.685,5.039,2.235,-0.341
2015-01-03 13:00:00+00:00,1.673,4.719,1.842,-0.713
2015-01-03 14:00:00+00:00,1.351,4.228,1.32,-1.267
2015-01-03 15:00:00+00:00,0.836,3.76,0.923,-1.751
2015-01-03 16:00:00+00:00,0.738,3.39,0.597,-1.978
2015-01-03 17:00:00+00:00,0.726,3.158,0.252,-2.022
2015-01-03 18:00:00+00:00,0.836,2.977,-0.077,-2.094
2015-01-03 19:00:00+00:00,0.816,2.849,-0.367,-2.211
2015-01-03 20:00:00+00:00,0.672,2.671,-0.56,-2.323
2015-01-03 21:00:00+00:00,0.675,2.529,-0.737,-2.393
2015-01-03 22:00:00+00:00,0.501,2.358,-0.885,-2.463
2015-01-03 23:00:00+00:00,0.255,2.184,-0.999,-2.563
2015-01-04 00:00:00+00:00,0.153,2.052,-1.144,-2.669
2015-01-04 01:00:00+00:00,0.083,2.018,-1.275,-2.76
2015-01-04 02:00:00+00:00,0.031,2.041,-1.327,-2.89
2015-01-04 03:00:00+00:00,-0.018,2.109,-1.417,-2.974
2015-01-04 04:00:00+00:00,-0.044,2.181,-1.524,-2.975
2015-01-04 05:00:00+00:00,-0.067,2.243,-1.595,-2.98
2015-01-04 06:00:00+00:00,-0.108,2.165,-1.632,-2.959
2015-01-04 07:00:00+00:00,-0.072,2.002,-1.661,-2.883
2015-01-04 08:00:00+00:00,0.414,2.151,-1.532,-2.754
2015-01-04 09:00:00+00:00,1.146,2.643,-1.121,-2.432
2015-01-04 10:00:00+00:00,1.825,3.165,-0.675,-2.02
2015-01-04 11:00:00+00:00,2.359,3.517,-0.414,-1.728
2015-01-04 12:00:00+00:00,2.661,3.596,-0.477,-1.72
2015-01-04 13:00:00+00:00,2.609,3.342,-0.893,-2.142
2015-01-04 14:00:00+00:00,1.938,2.714,-1.499,-2.711
2015-01-04 15:00:00+00:00,0.616,2.228,-1.887,-2.944
2015-01-04 16:00:00+00:00,0.034,2.016,-2.112,-3.127
2015-01-04 17:00:00+00:00,-0.2,1.983,-2.261,-3.283
2015-01-04 18:00:00+00:00,-0.369,2.104,-2.349,-3.419
2015-01-04 19:00:00+00:00,-0.443,2.329,-2.412,-3.531
2015-01-04 20:00:00+00:00,-0.466,2.545,-2.469,-3.678
2015-01-04 21:00:00+00:00,-0.51,2.723,-2.455,-3.645
2015-01-04 22:00:00+00:00,-0.584,2.914,-2.522,-3.435
2015-01-04 23:00:00+00:00,-0.72,3.111,-2.545,-3.277
2015-01-05 00:00:00+00:00,-0.868,3.368,-2.523,-3.303
2015-01-05 01:00:00+00:00,-1.015,3.597,-2.53,-3.506
2015-01-05 02:00:00+00:00,-1.201,3.813,-2.762,-3.718
2015-01-05 03:00:00+00:00,-1.428,3.975,-2.979,-3.874
2015-01-05 04:00:00+00:00,-1.682,4.061,-3.13,-4.002
2015-01-05 05:00:00+00:00,-1.983,4.077,-3.162,-4.037
2015-01-05 06:00:00+00:00,-2.229,3.995,-3.254,-3.857
2015-01-05 07:00:00+00:00,-2.379,3.818,-3.351,-3.632
2015-01-05 08:00:00+00:00,-1.699,3.876,-3.168,-3.624
2015-01-05 09:00:00+00:00,-0.473,4.198,-2.556,-3.357
2015-01-05 10:00:00+00:00,0.57,4.416,-1.913,-2.805
2015-01-05 11:00:00+00:00,1.334,4.492,-1.533,-2.283
2015-01-05 12:00:00+00:00,1.739,4.409,-1.632,-2.067
2015-01-05 13:00:00+00:00,1.774,4.174,-2.424,-2.179
2015-01-05 14:00:00+00:00,0.932,3.824,-3.049,-2.467
2015-01-05 15:00:00+00:00,-0.512,3.535,-3.106,-2.668
2015-01-05 16:00:00+00:00,-1.091,3.254,-3.116,-2.726
2015-01-05 17:00:00+00:00,-1.351,2.996,-3.136,-2.603
2015-01-05 18:00:00+00:00,-1.539,2.777,-3.135,-2.415
2015-01-05 19:00:00+00:00,-1.669,2.59,-3.172,-2.238
2015-01-05 20:00:00+00:00,-1.78,2.523,-3.344,-2.047
2015-01-05 21:00:00+00:00,-1.914,2.544,-3.472,-1.818
2015-01-05 22:00:00+00:00,-2.089,2.56,-3.521,-1.603
2015-01-05 23:00:00+00:00,-2.277,2.617,-3.512,-1.332
2015-01-06 00:00:00+00:00,-2.453,2.719,-3.483,-1.093
2015-01-06 01:00:00+00:00,-2.594,2.82,-3.45,-0.851
2015-01-06 02:00:00+00:00,-2.733,2.9,-3.407,-0.68
2015-01-06 03:00:00+00:00,-2.886,3.012,-3.348,-0.434
2015-01-06 04:00:00+00:00,-3.075,3.096,-3.257,-0.181
2015-01-06 05:00:00+00:00,-3.254,3.137,-3.135,0.05
2015-01-06 06:00:00+00:00,-3.435,3.149,-3.004,0.291
2015-01-06 07:00:00+00:00,-3.495,3.128,-2.899,0.502
2015-01-06 08:00:00+00:00,-2.376,3.231,-2.532,0.669
2015-01-06 09:00:00+00:00,-0.751,3.408,-1.932,0.771
2015-01-06 10:00:00+00:00,0.469,3.544,-1.374,0.815
2015-01-06 11:00:00+00:00,1.302,3.607,-0.991,0.858
2015-01-06 12:00:00+00:00,1.699,3.577,-0.837,0.915
2015-01-06 13:00:00+00:00,1.536,3.421,-0.883,0.987
2015-01-06 14:00:00+00:00,0.344,3.164,-0.984,1.01
2015-01-06 15:00:00+00:00,-1.232,2.969,-0.924,1.068
2015-01-06 16:00:00+00:00,-1.77,2.775,-0.802,1.118
2015-01-06 17:00:00+00:00,-1.931,2.562,-0.698,1.115
2015-01-06 18:00:00+00:00,-1.992,2.344,-0.588,1.057
2015-01-06 19:00:00+00:00,-2.008,2.138,-0.491,0.982
2015-01-06 20:00:00+00:00,-1.985,1.953,-0.421,0.956
2015-01-06 21:00:00+00:00,-1.946,1.825,-0.387,0.956
2015-01-06 22:00:00+00:00,-1.858,1.736,-0.396,0.974
2015-01-06 23:00:00+00:00,-1.724,1.682,-0.417,0.965
2015-01-07 00:00:00+00:00,-1.503,1.72,-0.428,0.918
2015-01-07 01:00:00+00:00,-1.246,1.929,-0.453,0.807
2015-01-07 02:00:00+00:00,-0.975,2.287,-0.506,0.701
2015-01-07 03:00:00+00:00,-0.709,2.557,-0.547,0.449
2015-01-07 04:00:00+00:00,-0.492,2.629,-0.561,0.106
2015-01-07 05:00:00+00:00,-0.268,2.681,-0.562,-0.184
2015-01-07 06:00:00+00:00,-0.102,2.911,-0.529,-0.471
2015-01-07 07:00:00+00:00,0.1,3.086,-0.421,-0.768
2015-01-07 08:00:00+00:00,0.732,3.436,-0.227,-1.147
2015-01-07 09:00:00+00:00,1.325,4.078,0.067,-1.205
2015-01-07 10:00:00+00:00,1.825,4.585,0.37,-0.942
2015-01-07 11:00:00+00:00,2.272,4.925,0.565,-0.711
2015-01-07 12:00:00+00:00,2.48,5.04,0.562,-0.644
2015-01-07 13:00:00+00:00,2.371,4.82,0.192,-0.794
2015-01-07 14:00:00+00:00,1.722,4.202,-0.377,-1.05
2015-01-07 15:00:00+00:00,0.702,4.045,-0.666,-1.202
2015-01-07 16:00:00+00:00,0.323,4.228,-0.815,-1.302
2015-01-07 17:00:00+00:00,0.141,4.34,-0.752,-1.315
2015-01-07 18:00:00+00:00,-0.041,4.401,-0.607,-1.158
2015-01-07 19:00:00+00:00,-0.155,4.443,-0.462,-0.73
2015-01-07 20:00:00+00:00,-0.249,4.487,-0.322,-0.259
2015-01-07 21:00:00+00:00,-0.301,4.45,-0.163,0.284
2015-01-07 22:00:00+00:00,-0.258,4.376,-0.059,0.745
2015-01-07 23:00:00+00:00,-0.102,4.264,0.069,1.23
2015-01-08 00:00:00+00:00,0.148,4.079,0.207,1.634
2015-01-08 01:00:00+00:00,0.432,3.861,0.427,1.888
2015-01-08 02:00:00+00:00,0.705,3.605,0.649,2.003
2015-01-08 03:00:00+00:00,0.933,3.396,0.789,2.086
2015-01-08 04:00:00+00:00,1.164,3.47,0.873,2.112
2015-01-08 05:00:00+00:00,1.444,3.792,1.042,2.021
2015-01-08 06:00:00+00:00,1.709,4.221,1.174,1.914
2015-01-08 07:00:00+00:00,1.993,4.626,1.225,1.749
2015-01-08 08:00:00+00:00,2.45,4.961,1.498,1.467
2015-01-08 09:00:00+00:00,2.951,5.27,1.869,1.269
2015-01-08 10:00:00+00:00,3.434,5.577,2.216,1.234
2015-01-08 11:00:00+00:00,3.825,5.771,2.492,1.256
2015-01-08 12:00:00+00:00,4.054,5.87,2.662,1.159
2015-01-08 13:00:00+00:00,4.108,5.822,2.704,0.888
2015-01-08 14:00:00+00:00,4.043,5.679,2.717,0.492
2015-01-08 15:00:00+00:00,3.926,5.503,2.65,0.266
2015-01-08 16:00:00+00:00,3.848,5.33,2.513,0.14
2015-01-08 17:00:00+00:00,3.701,5.16,2.338,0.005
2015-01-08 18:00:00+00:00,3.549,4.971,2.215,-0.074
2015-01-08 19:00:00+00:00,3.493,4.73,2.122,-0.195
2015-01-08 20:00:00+00:00,3.367,4.486,2.014,-0.424
2015-01-08 21:00:00+00:00,3.207,4.274,1.891,-0.738
2015-01-08 22:00:00+00:00,3.104,4.059,1.737,-0.994
2015-01-08 23:00:00+00:00,3.033,3.946,1.564,-1.139
2015-01-09 00:00:00+00:00,3.038,3.909,1.43,-1.352
2015-01-09 01:00:00+00:00,3.1,3.961,1.345,-1.444
2015-01-09 02:00:00+00:00,3.19,4.019,1.268,-1.629
2015-01-09 03:00:00+00:00,3.403,4.087,1.172,-2.034
2015-01-09 04:00:00+00:00,3.575,4.048,1.071,-2.354
2015-01-09 05:00:00+00:00,3.668,3.863,0.957,-2.391
2015-01-09 06:00:00+00:00,3.851,3.459,0.793,-2.331
2015-01-09 07:00:00+00:00,4.148,3.318,0.553,-2.41
2015-01-09 08:00:00+00:00,4.636,4.036,0.232,-2.703
2015-01-09 09:00:00+00:00,5.203,5.115,0.067,-2.802
2015-01-09 10:00:00+00:00,5.814,5.909,0.324,-2.618
2015-01-09 11:00:00+00:00,6.372,5.702,0.47,-2.345
2015-01-09 12:00:00+00:00,6.789,5.47,0.374,-2.379
2015-01-09 13:00:00+00:00,7.039,5.39,0.091,-2.932
2015-01-09 14:00:00+00:00,7.144,5.524,-0.34,-3.802
2015-01-09 15:00:00+00:00,7.164,5.609,-0.552,-4.542
2015-01-09 16:00:00+00:00,7.181,5.878,-0.71,-5.054
2015-01-09 17:00:00+00:00,7.159,5.879,-0.816,-5.44
2015-01-09 18:00:00+00:00,7.047,5.732,-0.926,-5.669
2015-01-09 19:00:00+00:00,6.958,5.479,-1.069,-5.874
2015-01-09 20:00:00+00:00,6.985,5.182,-1.252,-5.944
2015-01-09 21:00:00+00:00,7.19,4.926,-1.409,-5.877
2015-01-09 22:00:00+00:00,7.608,4.669,-1.531,-5.686
2015-01-09 23:00:00+00:00,8.104,4.449,-1.668,-5.373
2015-01-10 00:00:00+00:00,8.577,4.306,-1.785,-5.032
2015-01-10 01:00:00+00:00,8.974,4.17,-1.854,-4.958
2015-01-10 02:00:00+00:00,9.289,4.03,-1.974,-5.01
2015-01-10 03:00:00+00:00,9.618,3.896,-2.08,-4.945
2015-01-10 04:00:00+00:00,9.898,3.863,-2.195,-4.573
2015-01-10 05:00:00+00:00,10.098,4.248,-2.295,-4.019
2015-01-10 06:00:00+00:00,10.268,5.085,-2.483,-3.451
2015-01-10 07:00:00+00:00,10.352,6.16,-2.509,-3.026
2015-01-10 08:00:00+00:00,10.464,7.267,-2.233,-2.694
2015-01-10 09:00:00+00:00,10.677,7.999,-1.602,-2.323
2015-01-10 10:00:00+00:00,10.911,8.299,-0.869,-1.953
2015-01-10 11:00:00+00:00,11.051,8.363,-0.189,-1.682
2015-01-10 12:00:00+00:00,11.068,8.079,0.368,-1.651
2015-01-10 13:00:00+00:00,10.896,7.489,0.731,-1.825
2015-01-10 14:00:00+00:00,10.374,6.53,0.867,-2.147
2015-01-10 15:00:00+00:00,9.466,5.8,0.9,-2.615
2015-01-10 16:00:00+00:00,8.542,5.319,0.903,-2.385
2015-01-10 17:00:00+00:00,7.674,5.094,0.822,-1.886
2015-01-10 18:00:00+00:00,6.8,4.999,0.827,-1.738
2015-01-10 19:00:00+00:00,5.929,4.835,0.901,-1.718
2015-01-10 20:00:00+00:00,5.181,4.683,0.89,-1.781
2015-01-10 21:00:00+00:00,4.527,4.576,0.762,-1.954
2015-01-10 22:00:00+00:00,3.938,4.548,0.649,-2.174
2015-01-10 23:00:00+00:00,3.396,4.488,0.575,-2.367
2015-01-11 00:00:00+00:00,2.924,4.388,0.372,-2.484
2015-01-11 01:00:00+00:00,2.534,4.246,0.117,-2.635
2015-01-11 02:00:00+00:00,2.169,4.083,-0.155,-2.758
2015-01-11 03:00:00+00:00,1.845,3.94,-0.319,-2.799
2015-01-11 04:00:00+00:00,1.559,3.811,-0.406,-2.868
2015-01-11 05:00:00+00:00,1.34,3.701,-0.454,-3.174
2015-01-11 06:00:00+00:00,1.241,3.621,-0.472,-3.65
2015-01-11 07:00:00+00:00,1.307,3.58,-0.573,-3.99
2015-01-11 08:00:00+00:00,1.777,3.644,-0.695,-4.278
2015-01-11 09:00:00+00:00,2.389,3.846,-0.776,-4.368
2015-01-11 10:00:00+00:00,2.907,4.025,-0.854,-4.272
2015-01-11 11:00:00+00:00,3.207,4.113,-0.949,-4.239
2015-01-11 12:00:00+00:00,3.286,4.09,-1.121,-4.355
2015-01-11 13:00:00+00:00,3.188,3.983,-1.415,-4.628
2015-01-11 14:00:00+00:00,2.887,3.892,-1.787,-5.005
2015-01-11 15:00:00+00:00,2.524,3.898,-2.149,-5.427
2015-01-11 16:00:00+00:00,2.384,3.956,-2.542,-5.962
2015-01-11 17:00:00+00:00,2.347,4.002,-2.98,-6.438
2015-01-11 18:00:00+00:00,2.326,4.036,-3.434,-6.673
2015-01-11 19:00:00+00:00,2.375,4.005,-3.931,-6.86
2015-01-11 20:00:00+00:00,2.465,3.868,-4.458,-7.173
2015-01-11 21:00:00+00:00,2.543,3.581,-4.886,-7.765
2015-01-11 22:00:00+00:00,2.633,3.347,-5.251,-8.44
2015-01-11 23:00:00+00:00,2.755,3.241,-5.679,-8.436
2015-01-12 00:00:00+00:00,2.874,3.353,-6.137,-7.625
2015-01-12 01:00:00+00:00,2.993,3.709,-6.464,-6.454
2015-01-12 02:00:00+00:00,3.115,4.261,-6.733,-5.706
2015-01-12 03:00:00+00:00,3.236,4.814,-6.831,-5.327
2015-01-12 04:00:00+00:00,3.331,5.252,-6.59,-5.117
2015-01-12 05:00:00+00:00,3.4,5.396,-6.272,-4.871
2015-01-12 06:00:00+00:00,3.445,5.474,-5.891,-4.68
2015-01-12 07:00:00+00:00,3.5,5.598,-5.464,-4.594
2015-01-12 08:00:00+00:00,3.714,5.775,-4.888,-4.482
2015-01-12 09:00:00+00:00,4.038,5.949,-3.951,-4.281
2015-01-12 10:00:00+00:00,4.424,6.111,-2.999,-3.892
2015-01-12 11:00:00+00:00,4.765,6.199,-2.23,-3.447
2015-01-12 12:00:00+00:00,4.983,6.238,-1.588,-2.905
2015-01-12 13:00:00+00:00,5.036,6.338,-1.058,-2.354
2015-01-12 14:00:00+00:00,4.938,6.563,-0.553,-1.728
2015-01-12 15:00:00+00:00,4.674,6.782,-0.012,-1.412
2015-01-12 16:00:00+00:00,4.551,6.802,0.49,-1.351
2015-01-12 17:00:00+00:00,4.494,6.697,0.863,-1.311
2015-01-12 18:00:00+00:00,4.426,6.513,1.186,-1.182
2015-01-12 19:00:00+00:00,4.304,6.177,1.431,-1.043
2015-01-12 20:00:00+00:00,4.184,5.75,1.418,-0.951
2015-01-12 21:00:00+00:00,4.1,5.405,1.268,-0.967
2015-01-12 22:00:00+00:00,4.005,5.176,1.033,-1.032
2015-01-12 23:00:00+00:00,3.936,4.948,0.873,-1.059
2015-01-13 00:00:00+00:00,3.828,4.623,0.773,-1.096
2015-01-13 01:00:00+00:00,3.756,4.291,0.685,-1.139
2015-01-13 02:00:00+00:00,3.717,4.115,0.592,-1.253
2015-01-13 03:00:00+00:00,3.656,4.03,0.536,-1.311
2015-01-13 04:00:00+00:00,3.664,3.984,0.469,-1.338
2015-01-13 05:00:00+00:00,3.693,3.996,0.382,-1.341
2015-01-13 06:00:00+00:00,3.688,4.042,0.304,-1.299
2015-01-13 07:00:00+00:00,3.922,4.189,0.253,-1.206
2015-01-13 08:00:00+00:00,5.016,4.483,0.294,-1.015
2015-01-13 09:00:00+00:00,6.334,4.82,0.478,-0.604
2015-01-13 10:00:00+00:00,7.584,5.309,0.689,-0.221
2015-01-13 11:00:00+00:00,8.554,5.904,0.878,0.087
2015-01-13 12:00:00+00:00,9.027,6.254,0.968,0.241
2015-01-13 13:00:00+00:00,8.848,6.316,0.925,0.227
2015-01-13 14:00:00+00:00,8.007,6.069,0.926,0.062
2015-01-13 15:00:00+00:00,6.942,5.496,0.995,-0.137
2015-01-13 16:00:00+00:00,6.518,4.772,1.114,-0.404
2015-01-13 17:00:00+00:00,6.319,4.112,1.233,-0.822
2015-01-13 18:00:00+00:00,6.175,3.587,1.23,-1.329
2015-01-13 19:00:00+00:00,6.101,3.328,1.131,-1.602
2015-01-13 20:00:00+00:00,5.974,3.106,1.014,-1.626
2015-01-13 21:00:00+00:00,5.752,3.114,0.951,-1.604
2015-01-13 22:00:00+00:00,5.482,3.175,0.954,-1.917
2015-01-13 23:00:00+00:00,5.237,3.166,0.904,-2.134
2015-01-14 00:00:00+00:00,5.037,3.276,0.737,-2.122
2015-01-14 01:00:00+00:00,4.904,3.422,0.564,-1.877
2015-01-14 02:00:00+00:00,4.856,3.495,0.448,-1.63
2015-01-14 03:00:00+00:00,4.719,3.321,0.316,-1.709
2015-01-14 04:00:00+00:00,4.4,3.069,0.146,-1.796
2015-01-14 05:00:00+00:00,4.03,2.901,0.05,-1.805
2015-01-14 06:00:00+00:00,3.677,2.821,-0.022,-1.749
2015-01-14 07:00:00+00:00,3.518,2.77,-0.054,-1.673
2015-01-14 08:00:00+00:00,3.842,2.872,0.037,-1.651
2015-01-14 09:00:00+00:00,4.369,3.142,0.235,-1.503
2015-01-14 10:00:00+00:00,4.818,3.394,0.428,-1.242
2015-01-14 11:00:00+00:00,5.089,3.607,0.513,-1.057
2015-01-14 12:00:00+00:00,5.024,3.644,0.492,-0.975
2015-01-14 13:00:00+00:00,4.653,3.456,0.309,-1.067
2015-01-14 14:00:00+00:00,3.997,3.057,0.084,-1.242
2015-01-14 15:00:00+00:00,3.28,2.736,-0.058,-1.396
2015-01-14 16:00:00+00:00,2.894,2.58,-0.138,-1.607
2015-01-14 17:00:00+00:00,2.464,2.405,-0.194,-1.797
2015-01-14 18:00:00+00:00,1.901,2.277,-0.243,-1.93
2015-01-14 19:00:00+00:00,1.355,2.16,-0.278,-2.019
2015-01-14 20:00:00+00:00,0.922,2.064,-0.319,-2.141
2015-01-14 21:00:00+00:00,0.713,2.042,-0.334,-2.212
2015-01-14 22:00:00+00:00,0.621,1.994,-0.358,-2.172
2015-01-14 23:00:00+00:00,0.683,2.078,-0.35,-2.1
2015-01-15 00:00:00+00:00,0.777,2.116,-0.331,-2.105
2015-01-15 01:00:00+00:00,0.931,2.112,-0.314,-1.988
2015-01-15 02:00:00+00:00,1.062,2.019,-0.295,-1.798
2015-01-15 03:00:00+00:00,1.324,1.998,-0.29,-1.618
2015-01-15 04:00:00+00:00,1.753,2.085,-0.327,-1.437
2015-01-15 05:00:00+00:00,2.128,2.243,-0.409,-1.113
2015-01-15 06:00:00+00:00,2.465,2.404,-0.508,-0.86
2015-01-15 07:00:00+00:00,2.808,2.421,-0.644,-0.754
2015-01-15 08:00:00+00:00,3.479,2.347,-0.635,-0.662
2015-01-15 09:00:00+00:00,4.305,2.361,-0.489,-0.535
2015-01-15 10:00:00+00:00,5.146,2.512,-0.351,-0.389
2015-01-15 11:00:00+00:00,5.915,2.96,-0.25,-0.275
2015-01-15 12:00:00+00:00,6.55,3.694,-0.134,-0.139
2015-01-15 13:00:00+00:00,6.861,4.372,0.021,-0.051
2015-01-15 14:00:00+00:00,6.641,4.846,0.235,-0.037
2015-01-15 15:00:00+00:00,6.066,5.073,0.524,0.016
2015-01-15 16:00:00+00:00,5.821,5.16,0.811,0.159
2015-01-15 17:00:00+00:00,5.654,5.256,0.997,0.296
2015-01-15 18:00:00+00:00,5.501,5.368,1.129,0.408
2015-01-15 19:00:00+00:00,5.336,5.518,1.293,0.499
2015-01-15 20:00:00+00:00,5.141,5.622,1.498,0.593
2015-01-15 21:00:00+00:00,4.944,5.754,1.704,0.63
2015-01-15 22:00:00+00:00,4.716,5.877,1.904,0.63
2015-01-15 23:00:00+00:00,4.441,5.839,2.068,0.585
2015-01-16 00:00:00+00:00,4.193,5.507,2.162,0.499
2015-01-16 01:00:00+00:00,4.009,5.168,2.239,0.446
2015-01-16 02:00:00+00:00,3.803,4.96,2.32,0.487
2015-01-16 03:00:00+00:00,3.584,4.874,2.299,0.606
2015-01-16 04:00:00+00:00,3.371,4.868,2.317,0.715
2015-01-16 05:00:00+00:00,3.137,4.889,2.408,0.786
2015-01-16 06:00:00+00:00,2.94,4.937,2.516,0.879
2015-01-16 07:00:00+00:00,2.944,5.004,2.605,1.017
2015-01-16 08:00:00+00:00,3.832,5.213,2.691,1.091
2015-01-16 09:00:00+00:00,4.686,5.47,2.851,1.209
2015-01-16 10:00:00+00:00,5.265,5.683,3.056,1.32
2015-01-16 11:00:00+00:00,5.682,5.794,3.259,1.367
2015-01-16 12:00:00+00:00,5.819,5.741,3.382,1.327
2015-01-16 13:00:00+00:00,5.562,5.479,3.442,1.187
2015-01-16 14:00:00+00:00,4.786,5.033,3.437,1.03
2015-01-16 15:00:00+00:00,3.654,4.584,3.371,0.821
2015-01-16 16:00:00+00:00,3.252,4.322,3.258,0.573
2015-01-16 17:00:00+00:00,3.04,4.09,3.108,0.326
2015-01-16 18:00:00+00:00,2.755,3.855,2.935,0.072
2015-01-16 19:00:00+00:00,2.415,3.766,2.768,-0.156
2015-01-16 20:00:00+00:00,2.125,3.758,2.566,-0.312
2015-01-16 21:00:00+00:00,1.86,3.729,2.358,-0.369
2015-01-16 22:00:00+00:00,1.679,3.595,2.145,-0.401
2015-01-16 23:00:00+00:00,1.565,3.374,1.907,-0.484
2015-01-17 00:00:00+00:00,1.464,3.128,1.642,-0.577
2015-01-17 01:00:00+00:00,1.349,2.89,1.379,-0.66
2015-01-17 02:00:00+00:00,1.239,2.558,1.143,-0.706
2015-01-17 03:00:00+00:00,1.142,2.242,0.906,-0.749
2015-01-17 04:00:00+00:00,0.988,2.04,0.705,-0.791
2015-01-17 05:00:00+00:00,0.841,1.86,0.533,-0.774
2015-01-17 06:00:00+00:00,0.69,1.804,0.388,-0.719
2015-01-17 07:00:00+00:00,0.638,1.851,0.294,-0.627
2015-01-17 08:00:00+00:00,1.091,2.234,0.381,-0.497
2015-01-17 09:00:00+00:00,1.685,2.96,0.694,-0.23
2015-01-17 10:00:00+00:00,2.442,3.602,1.05,0.087
2015-01-17 11:00:00+00:00,3.095,4.096,1.318,0.331
2015-01-17 12:00:00+00:00,3.423,4.324,1.425,0.374
2015-01-17 13:00:00+00:00,3.328,4.172,1.353,0.17
2015-01-17 14:00:00+00:00,2.453,3.614,1.184,-0.368
2015-01-17 15:00:00+00:00,0.725,2.954,1.078,-0.506
2015-01-17 16:00:00+00:00,0.014,2.607,1.033,-0.497
2015-01-17 17:00:00+00:00,-0.39,2.381,1.034,-0.548
2015-01-17 18:00:00+00:00,-0.799,2.272,1.034,-0.503
2015-01-17 19:00:00+00:00,-1.152,2.215,1.026,-0.547
2015-01-17 20:00:00+00:00,-1.415,2.136,1.004,-0.635
2015-01-17 21:00:00+00:00,-1.607,1.933,1.006,-0.719
